,Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data
5642,30,G06,22,202.3,-150.85,51.45,2209864.5,G06_010,G06_01,62.05,38.05,75,1
5643,30,G06,22,202.3,111.25,51.95,1286829.6,G06_015+017,G06_02,61.25,42.85,50,0
5644,30,G06,22,202.3,-58.25,24.25,153653.97,G06_019,,27.05,21.75,100,1
5645,30,G06,22,202.3,78.95,-13.05,645819.25,G06_062,G06_02,-1.85,-23.45,50,1
5646,30,G06,23,202.9,124.15,46.05,1898679.5,G06_015+017,G06_02,57.75,32.85,50,0
5647,30,G06,23,202.9,-43.35,56.45,893346.56,G06_020,G06_01,67.75,46.75,50,1
5648,30,G06,23,202.9,35.55,-48.35,232086.44,G06_065,,-40.05,-56.15,75,1
5649,30,G06,23,202.9,84.15,11.45,545607.69,G06_066,G06_02,19.75,1.7500099999999998,75,1
5650,30,G06,24,203.5,25.65,50.35,8431085.0,G06_020,G06_01,66.45,25.95,50,0
5651,30,G06,24,203.5,-178.65,48.95,1503109.4,G06_015+017,G06_01,59.15,36.35,75,0
5652,30,G06,24,203.5,87.45,13.85,658917.12,G06_066,G06_02,22.45,3.65,50,1
5653,30,G06,24,203.5,16.95,-57.35,50433.297,G06_067,,-55.85,-58.65,75,1
5654,30,G06,24,203.5,-140.65,-57.85,13149.666000000001,G06_068,,-56.25,-58.85,75,1
5655,30,G06,25,204.0,113.85,47.65,4729926.0,G06_020,G06_02,65.85,20.05,50,0
5656,30,G06,25,204.0,-9.54999,52.25,3409350.5,G06_021,G06_01,69.15,31.15,75,1
5657,30,G06,25,204.0,155.05,-55.25,108200.62,G06_069,,-51.65,-59.25,75,1
5658,30,G06,25,204.0,-85.85,-59.35,17629.758,G06_070,,-57.95,-60.55,75,1
5659,30,G06,26,204.7,142.95,50.95,6740597.5,G06_020,G06_02,71.65,26.75,75,0
5660,30,G06,26,204.7,12.35,53.55,5824423.0,G06_021,G06_01,70.85,25.05,75,0
5661,30,G06,27,205.1,-169.45,50.85,803447.19,G06_020,G06_02,59.55,42.85,50,0
5662,30,G06,27,205.1,45.55,56.15,6059048.5,G06_021,G06_01,70.65,38.05,75,0
5663,30,G06,27,205.1,-156.45,33.15,176151.77,G06_022,,39.75,28.65,75,0
5664,30,G06,27,205.1,-44.55,37.05,583850.5,G06_023,,47.25,25.55,75,0
5665,30,G06,27,205.1,61.15,-45.25,367329.66,G06_071,,-35.25,-52.85,75,1
5666,30,G06,28,205.8,-43.15,22.85,1634561.1,G06_023,,49.15,9.850010000000001,75,0
5667,30,G06,28,205.8,59.55,52.85,5087101.0,G06_021,G06_01,63.55,39.65,75,0
5668,30,G06,29,206.4,-37.85,26.05,1780342.6,G06_023,,44.15,11.35,50,1
5669,30,G06,29,206.4,-58.75,25.95,38076.254,G06_024,,28.15,23.85,75,1
5670,30,G06,29,206.4,113.15,35.45,8035725.0,G06_021,G06_02,59.35,4.05,50,0
5671,30,G06,30,206.8,111.65,30.15,8025231.0,G06_021,G06_02,54.95,-0.949997,75,1
5672,30,G06,30,206.8,155.95,-61.15,24555.572,G06_072,,-59.15,-62.85,75,1
5673,30,G06,31,207.6,145.55,-57.75,48861.215,G06_073,,-55.25,-59.65,75,0
5674,30,G06,31,207.6,-165.05,-59.55,42251.93,G06_074,,-58.15,-60.55,75,1
5675,30,G06,31,207.6,91.15,18.15,1929640.0,G06_021,G06_02,37.45,0.150002,50,0
5676,30,G06,32,208.0,150.05,32.75,162265.64,G06_025,,36.65,29.05,100,1
5677,30,G06,32,208.0,63.55,39.55,63906.780999999995,G06_026,,41.25,37.35,75,1
5678,30,G06,32,208.0,108.65,29.35,1407069.8,G06_027,G06_02,40.25,20.35,75,1
5679,30,G06,32,208.0,179.45,-53.55,818927.69,G06_075,,-42.05,-62.45,75,1
5680,30,G06,32,208.0,-164.95,-58.55,28551.744,G06_074,,-56.65,-59.85,75,1
5681,30,G06,33,208.6,98.75,43.55,555502.5,G06_028,G06_02,54.55,32.55,50,0
5682,30,G06,33,208.6,-157.85,37.75,99382.094,G06_029,,40.85,35.15,75,0
5683,30,G06,33,208.6,43.95,41.85,27429.982000000004,G06_030,,43.95,40.35,100,1
5684,30,G06,33,208.6,170.75,-51.35,1162234.0,G06_075,,-39.75,-62.35,75,0
5685,30,G06,33,208.6,-161.15,-59.85,24679.952999999998,G06_074,,-58.15,-61.15,75,1
5686,30,G06,33,208.6,118.85,24.65,4801626.0,G06_027,G06_02,42.45,1.35001,50,0
5687,30,G07,1,209.2,100.45,31.15,6457053.0,G06_027+028,G06_02,53.35,-2.35,75,1
5688,30,G07,1,209.2,-63.55,24.25,77094.859,G07_004,,26.65,21.55,100,1
5689,30,G07,1,209.2,-44.75,28.75,2370660.8,G07_005,,50.05,7.15,50,1
5690,30,G07,1,209.2,144.95,57.45,633366.62,G07_006,,65.85,49.25,75,0
5691,30,G07,1,209.2,-103.55,-53.25,283235.28,G07_050,,-49.15,-57.15,75,0
5692,30,G07,1,209.2,61.95,-48.05,52076.52,G07_051,,-45.05,-50.35,75,1
5693,30,G07,1,209.2,168.85,-55.05,734451.69,G06_075,,-44.75,-63.05,75,1
5694,30,G07,1,209.2,141.95,-57.85,482542.78,G07_057,,-49.55,-64.45,100,1
5695,30,G07,2,209.8,94.85,19.95,3121343.0,G06_027+028,G06_02,37.25,-0.749992,50,1
5696,30,G07,2,209.8,116.05,46.75,1056367.5,G07_001,G06_02,57.95,36.15,75,1
5697,30,G07,2,209.8,-172.95,54.85,1540434.2,G07_006,,67.95,39.05,75,0
5698,30,G07,2,209.8,-34.05,27.05,1709495.8,G07_005,,45.65,5.15,50,0
5699,30,G07,2,209.8,171.45,-54.55,652870.88,G06_075,,-44.35,-63.85,75,1
5700,30,G07,2,209.8,137.85,-56.85,566149.12,G07_057,,-49.55,-63.85,75,1
5701,30,G07,3,210.3,85.85,17.25,1902022.5,G06_027+028,G06_02,36.25,-2.1499900000000003,50,0
5702,30,G07,3,210.3,135.95,38.95,2635381.0,G07_001,G06_02,60.25,18.85,75,1
5703,30,G07,3,210.3,174.15,39.85,141754.17,G07_002,,43.95,34.65,75,1
5704,30,G07,3,210.3,-123.85,59.15,1024439.9,G07_006,,65.85,50.75,50,1
5705,30,G07,3,210.3,81.05,53.15,103316.23,G07_007,G06_02,59.35,48.25,75,1
5706,30,G07,3,210.3,-40.85,30.55,1489301.2,G07_005,,46.85,13.05,50,0
5707,30,G07,3,210.3,13.25,-59.45,66342.32,G07_052,,-57.15,-61.35,75,1
5708,30,G07,3,210.3,-81.65,-54.55,449866.09,G07_054,,-48.55,-60.15,75,1
5709,30,G07,3,210.3,-85.45,-60.35,20648.232,G07_055,,-58.75,-61.75,75,1
5710,30,G07,3,210.3,-148.35,-59.15,10126.851,G07_056,,-58.15,-59.95,100,1
5711,30,G07,3,210.3,176.55,-54.25,537051.06,G06_075,,-45.45,-63.25,75,1
5712,30,G07,3,210.3,145.25,-57.75,230524.09,G07_057,,-52.95,-62.85,75,1
5713,30,G07,4,210.9,-151.55,36.95,305048.28,G07_003,,42.05,31.95,100,1
5714,30,G07,4,210.9,121.25,50.65,546060.69,G07_007,G06_02,56.05,44.65,50,0
5715,30,G07,4,210.9,169.85,37.95,349045.47,G07_002,,48.15,30.55,50,1
5716,30,G07,4,210.9,-167.35,46.05,705846.5,G07_001,G06_02,53.75,37.85,75,1
5717,30,G07,4,210.9,121.75,24.25,803803.31,G07_001b,G06_02,36.05,14.85,50,1
5718,30,G07,4,210.9,-48.45,27.05,104824.73,G07_008,,32.75,20.55,75,1
5719,30,G07,4,210.9,-33.55,48.85,1720809.5,G07_009,G07_01,63.15,32.85,75,1
5720,30,G07,4,210.9,10.65,-58.85,111362.25,G07_052,,-56.65,-60.55,75,1
5721,30,G07,4,210.9,47.65,-58.75,21828.287,G07_053,,-57.45,-59.85,75,1
5722,30,G07,4,210.9,-77.85,-52.95,243422.47,G07_054,,-48.95,-58.25,75,1
5723,30,G07,4,210.9,-85.35,-60.15,10901.826000000001,G07_055,,-58.75,-61.15,75,1
5724,30,G07,4,210.9,131.05,-54.55,293514.56,G07_057,,-50.25,-58.45,75,1
5725,30,G07,5,211.5,151.75,47.25,2341133.2,G07_007,G06_02,62.55,34.25,75,1
5726,30,G07,5,211.5,-14.75,43.55,3805226.5,G07_009,G07_01,61.85,15.75,75,1
5727,30,G07,5,211.5,93.45,-62.35,54942.34,G07_058,,-59.35,-65.35,75,1
5728,30,G07,5,211.5,11.95,-60.55,476139.0,G07_052,,-55.85,-66.95,75,1
5729,30,G07,5,211.5,-104.55,-59.85,57886.640999999996,G07_059,,-57.05,-61.75,75,1
5730,30,G07,5,211.5,49.95,-58.85,40276.137,G07_061,,-57.45,-60.15,50,1
5731,30,G07,6,212.0,-25.65,43.35,3253640.5,G07_010,G07_01,60.45,22.15,75,1
5732,30,G07,6,212.0,122.75,36.45,4375456.0,G07_007,G06_02,58.75,2.8500099999999997,50,1
5733,30,G07,6,212.0,17.65,-61.35,409237.28,G07_052,,-53.95,-67.65,75,1
5734,30,G07,7,212.7,-14.85,43.75,3879034.8,G07_010,G07_01,60.25,20.95,75,1
5735,30,G07,7,212.7,113.95,43.15,3697251.5,G07_007,G06_02,58.95,21.75,50,0
5736,30,G07,7,212.7,41.55,45.35,5797.2241,G07_014,,46.25,44.65,75,1
5737,30,G07,7,212.7,20.05,-59.05,456577.38,G07_052,,-52.75,-65.75,75,1
5738,30,G07,7,212.7,-14.25,-59.95,14116.453000000001,G07_062,,-58.75,-61.15,75,1
5739,30,G07,7,212.7,47.45,-58.85,30317.82,G07_063,,-57.45,-60.35,100,1
5740,30,G07,7,212.7,-107.75,-56.35,54820.32,G07_064,,-52.95,-58.85,50,0
5741,30,G07,8,213.2,-22.55,49.25,2208155.8,G07_011,G07_01,61.85,31.55,50,1
5742,30,G07,8,213.2,117.85,46.85,2470149.2,G07_007,G06_02,60.85,28.45,50,1
5743,30,G07,8,213.2,18.35,-61.65,502432.06,G07_052,,-56.25,-67.65,75,1
5744,30,G07,8,213.2,-15.75,-54.35,131886.23,G07_062,,-49.35,-58.65,50,1
5745,30,G07,8,213.2,-80.15,-55.45,358080.31,G07_064,,-49.55,-61.35,75,1
5746,30,G07,8,213.2,153.35,-61.95,7738.9341,G07_069,,-61.05,-62.65,75,1
5747,30,G07,9,213.8,-145.65,-59.35,52685.633,G07_065,,-57.75,-60.75,75,1
5748,30,G07,9,213.8,-111.95,-61.05,20388.045,G07_066,,-59.15,-62.45,50,1
5749,30,G07,9,213.8,-81.85,-53.45,290801.12,G07_064,,-49.95,-58.05,50,1
5750,30,G07,9,213.8,-85.95,-59.85,22238.129,G07_068,,-58.55,-61.15,75,1
5751,30,G07,9,213.8,3.15001,-58.15,499240.78,G07_052+062,,-52.95,-63.65,75,1
5752,30,G07,10,214.4,174.75,40.15,49357.937999999995,G07_012,,43.15,37.35,75,1
5753,30,G07,10,214.4,151.45,29.25,98790.586,G07_015,,32.05,26.35,50,1
5754,30,G07,10,214.4,-121.95,-55.15,277225.81,G07_067,,-46.45,-62.45,75,1
5755,30,G07,10,214.4,132.15,-59.65,410533.97,G07_070,,-53.35,-65.35,50,1
5756,30,G07,11,214.9,-158.25,36.75,109861.61,G07_013,,39.95,32.85,75,1
5757,30,G07,11,214.9,107.45,45.45,2196916.0,G07_016,,59.95,33.45,50,1
5758,30,G07,11,214.9,-107.25,-56.25,250164.27,G07_067,,-48.55,-62.15,75,1
5759,30,G07,11,214.9,-159.85,-60.75,21927.986,G07_074,,-59.55,-62.65,75,1
5760,30,G07,12,215.5,107.25,44.15,2330509.0,G07_016,,57.55,28.85,50,1
5761,30,G07,12,215.5,-85.65,-56.55,157919.94,G07_067,,-51.05,-60.15,75,1
5762,30,G07,12,215.5,-17.65,-59.75,22553.959,G07_071,,-58.35,-61.15,75,1
5763,30,G07,12,215.5,86.95,-34.85,23431.68,G07_080,,-31.75,-36.55,75,1
5764,30,G07,13,216.1,119.35,44.75,1922247.9,G07_016,,57.45,34.05,50,1
5765,30,G07,13,216.1,135.55,23.95,85627.781,G07_017,,26.45,21.35,100,1
5766,30,G07,13,216.1,-153.65,38.05,108404.61,G07_018,,41.65,34.65,100,1
5767,30,G07,13,216.1,175.55,32.95,127737.12,G07_019,,36.05,30.05,75,1
5768,30,G07,13,216.1,170.25,35.55,5069.3931,G07_020,,36.45,34.65,75,1
5769,30,G07,13,216.1,-25.95,47.25,803945.81,G07_022,,60.65,37.85,75,0
5770,30,G07,13,216.1,75.55,40.65,647180.06,G07_023,,52.05,28.85,75,1
5771,30,G07,13,216.1,-21.45,-57.15,150148.98,G07_071,,-53.75,-61.35,75,1
5772,30,G07,13,216.1,-101.15,-60.85,42100.762,G07_072,,-57.55,-62.85,75,1
5773,30,G07,13,216.1,-124.85,-61.85,4354.7607,G07_073,,-60.85,-62.45,75,1
5774,30,G07,13,216.1,65.25,-56.95,268658.12,G07_077,,-51.85,-62.15,75,1
5775,30,G07,13,216.1,66.55,-48.75,53816.574,G07_078,,-46.25,-51.35,75,1
5776,30,G07,13,216.1,152.35,-62.65,13501.7,G07_079,,-61.65,-63.65,75,1
5777,30,G07,13,216.1,84.85,-33.85,19368.324,G07_080,,-32.55,-35.15,75,1
5778,30,G07,14,216.6,129.25,41.05,1265255.0,G07_016,,49.75,34.85,50,1
5779,30,G07,14,216.6,-167.85,35.15,717096.69,G07_019,,45.65,25.15,50,1
5780,30,G07,14,216.6,82.85,47.05,852184.19,G07_023,,63.15,26.15,100,1
5781,30,G07,14,216.6,-92.25,-61.25,18586.496,G07_072,,-59.55,-62.85,50,1
5782,30,G07,14,216.6,-123.95,-59.65,80990.406,G07_073,,-56.05,-62.85,75,1
5783,30,G07,15,217.3,-162.35,41.75,968735.44,G07_019,,56.25,27.55,50,1
5784,30,G07,15,217.3,174.15,35.55,121944.2,G07_021,,39.15,31.55,100,1
5785,30,G07,15,217.3,101.15,51.45,1561733.1,G07_023,,64.35,36.95,75,0
5786,30,G07,15,217.3,151.35,48.05,1264836.9,G07_016,,58.75,40.55,50,1
5787,30,G07,15,217.3,8.25,47.95,961666.0,G07_024,,58.75,35.55,75,1
5788,30,G07,15,217.3,-119.05,-58.55,67819.125,G07_073,,-56.05,-61.35,50,1
5789,30,G07,15,217.3,-90.95,-58.55,118788.44,G07_072,,-54.55,-62.35,75,1
5790,30,G07,15,217.3,-143.25,-60.55,57665.809,G07_081,,-58.15,-63.45,100,1
5791,30,G07,15,217.3,44.65,-60.45,14926.978000000001,G07_082,,-59.55,-61.15,75,1
5792,30,G07,15,217.3,-15.95,-62.05,27177.221,G07_083,,-60.05,-63.45,75,1
5793,30,G07,15,217.3,13.25,-60.45,106996.14,G07_084,,-57.25,-63.65,75,1
5794,30,G07,16,217.8,121.05,55.85,929642.38,G07_023,,66.85,40.75,50,0
5795,30,G07,16,217.8,-156.45,30.75,676996.5,G07_019,,39.55,22.65,50,1
5796,30,G07,16,217.8,-172.45,48.35,1546142.0,G07_016,,57.95,39.05,75,1
5797,30,G07,16,217.8,46.95,52.45,1412924.6,G07_024,,62.05,42.65,75,1
5798,30,G07,16,217.8,161.15,28.45,599089.62,G07_026,,40.85,16.75,75,1
5799,30,G07,16,217.8,18.65,-62.15,217097.8,G07_084,,-57.95,-66.95,75,1
5800,30,G07,16,217.8,133.85,-56.65,387182.0,G07_085,,-51.45,-63.45,75,1
5801,30,G07,16,217.8,46.15,-59.65,40787.25,G07_082,,-57.55,-61.35,75,1
5802,30,G07,16,217.8,-13.95,-58.25,80498.25,G07_083,,-56.25,-60.35,75,1
5803,30,G07,16,217.8,-130.65,-61.35,75281.344,G07_081,,-57.95,-64.25,75,1
5804,30,G07,16,217.8,-100.85,-58.45,287895.25,G07_073,,-54.55,-63.25,50,1
5805,30,G07,16,217.8,-162.55,-62.55,9020.1787,G07_076,,-61.05,-63.65,50,1
5806,30,G07,17,218.4,-151.85,34.25,175099.62,G07_019,,40.65,30.05,50,1
5807,30,G07,17,218.4,-39.75,21.35,440752.47,G07_025,,30.65,14.05,75,1
5808,30,G07,17,218.4,-170.95,32.75,1029868.9,G07_026,,48.15,18.45,100,1
5809,30,G07,17,218.4,175.45,40.85,126596.55,G07_027,,44.55,37.65,75,1
5810,30,G07,17,218.4,10.95,40.85,8681.582,G07_030,,42.25,39.65,75,1
5811,30,G07,17,218.4,21.45,-60.85,189721.41,G07_084,,-57.55,-64.95,75,1
5812,30,G07,17,218.4,129.35,-57.15,219451.52,G07_085,,-52.25,-62.35,50,0
5813,30,G07,17,218.4,49.65,-60.25,22876.064,G07_082,,-57.95,-61.95,50,1
5814,30,G07,17,218.4,-12.45,-57.95,130089.6,G07_083,,-54.95,-63.05,50,1
5815,30,G07,17,218.4,-131.65,-59.45,161060.94,G07_081,,-53.75,-64.45,75,1
5816,30,G07,17,218.4,-100.15,-59.35,301956.97,G07_073,,-54.55,-64.65,50,1
5817,30,G07,17,218.4,-159.65,-62.05,25348.642999999996,G07_076,,-60.65,-63.85,75,1
5818,30,G07,17,218.4,-67.75,-61.35,18659.785,G07_086,,-59.15,-63.05,50,1
5819,30,G07,17,218.4,-81.55,-52.55,130200.09,G07_088,,-48.75,-56.15,50,1
5820,30,G07,18,218.9,-38.45,34.15,617506.62,G07_025,,46.05,24.65,75,1
5821,30,G07,18,218.9,-155.25,32.45,2637158.2,G07_026,,50.65,15.35,75,1
5822,30,G07,18,218.9,-174.45,49.75,750698.06,G07_027,,58.75,40.05,50,1
5823,30,G07,18,218.9,108.65,46.45,1022902.8,G07_028,,57.95,24.85,75,1
5824,30,G07,18,218.9,-9.95,39.05,365985.56,G07_031,,45.65,33.05,75,1
5825,30,G07,18,218.9,27.45,-60.15,200804.92,G07_084,,-55.85,-64.25,75,1
5826,30,G07,18,218.9,133.95,-56.95,363288.53,G07_085,,-50.45,-62.65,75,1
5827,30,G07,18,218.9,-114.25,-56.05,460590.47,G07_081,,-48.35,-63.05,75,1
5828,30,G07,18,218.9,-145.45,-61.05,167478.33,G07_076,,-57.25,-63.85,75,1
5829,30,G07,18,218.9,-65.45,-62.35,13951.71,G07_086,,-61.25,-63.25,75,1
5830,30,G07,18,218.9,-54.95,-62.05,11924.185,G07_087,,-60.05,-63.45,75,1
5831,30,G07,18,218.9,-30.65,-20.95,365233.78,G07_025b,,-13.75,-28.65,75,1
5832,30,G07,19,219.4,20.25,42.95,106212.64,G07_029,,46.05,39.85,75,1
5833,30,G07,19,219.4,135.05,-57.95,308787.38,G07_085,,-53.55,-63.25,75,1
5834,30,G07,19,219.4,16.25,-61.95,121423.94,G07_089,,-59.15,-65.15,75,1
5835,30,G07,19,219.4,48.05,-61.05,23075.112999999998,G07_090,,-59.75,-62.15,75,1
5836,30,G07,19,219.4,71.05,-63.65,42021.371,G07_091,,-61.05,-65.95,75,1
5837,30,G07,20,220.2,23.75,41.25,227379.27,G07_029,,44.35,37.85,50,1
5838,30,G07,20,220.2,-36.45,31.55,1519152.1,G07_032,G07_02,49.95,11.55,75,1
5839,30,G07,20,220.2,90.55,39.75,325899.78,G07_033,,42.45,35.75,50,0
5840,30,G07,20,220.2,22.15,-61.15,305684.44,G07_089,,-57.05,-66.15,75,1
5841,30,G07,20,220.2,49.25,-61.35,42041.77,G07_090,,-59.35,-63.25,75,1
5842,30,G07,20,220.2,-15.65,-60.05,275664.41,G07_092,,-54.35,-64.65,75,1
5843,30,G07,21,220.7,-37.25,16.75,1665889.4,G07_032,G07_02,28.35,3.45,75,1
5844,30,G07,21,220.7,122.65,37.15,2179426.0,G07_033,,44.95,28.25,75,1
5845,30,G07,21,220.7,-159.25,36.35,89684.758,G07_035,,38.75,33.85,100,1
5846,30,G07,21,220.7,25.45,-60.85,749024.69,G07_089,,-45.85,-70.55,75,1
5847,30,G07,21,220.7,52.45,-60.95,15084.362,G07_090,,-59.15,-62.35,75,1
5848,30,G07,21,220.7,-20.05,-58.25,280907.09,G07_092,,-53.15,-62.85,75,1
5849,30,G07,21,220.7,-63.65,-61.65,14989.453000000001,G07_093,,-60.05,-63.25,75,1
5850,30,G07,21,220.7,-89.75,-62.35,20251.369,G07_094,,-60.65,-63.85,75,0
5851,30,G07,21,220.7,-114.15,-56.95,541352.25,G07_098,,-48.35,-63.05,75,1
5852,30,G07,21,220.7,-163.55,-50.65,413035.72,G07_099,,-43.15,-56.35,75,1
5853,30,G07,21,220.7,131.15,-57.05,246823.27,G07_100,,-52.55,-62.35,75,1
5854,30,G07,21,220.7,171.45,-61.15,259549.03,G07_101,,-56.25,-65.55,75,1
5855,30,G07,22,221.3,111.55,31.55,4699971.0,G07_033,,47.55,10.55,50,0
5856,30,G07,22,221.3,15.15,43.35,156776.67,G07_038,,47.05,39.25,75,1
5857,30,G07,22,221.3,17.35,-59.85,448886.28,G07_089,,-55.05,-64.45,75,1
5858,30,G07,22,221.3,59.55,-63.25,8480.5703,G07_090,,-62.45,-64.25,50,1
5859,30,G07,22,221.3,-18.95,-57.95,427603.38,G07_092,,-51.45,-64.45,75,1
5860,30,G07,22,221.3,-64.25,-61.35,8596.1621,G07_093,,-60.05,-62.15,75,1
5861,30,G07,22,221.3,73.25,-64.05,31604.57,G07_095,,-62.45,-65.55,75,1
5862,30,G07,22,221.3,82.05,-61.35,45216.07,G07_097,,-58.35,-64.25,75,1
5863,30,G07,22,221.3,-117.05,-54.15,484135.03,G07_098,,-48.35,-60.75,75,1
5864,30,G07,22,221.3,133.75,-59.35,389457.66,G07_100,,-52.75,-66.55,50,0
5865,30,G07,22,221.3,160.95,-61.05,289497.22,G07_101,,-56.05,-65.95,75,1
5866,30,G07,22,221.3,-160.05,-62.15,27124.887000000002,G07_102,,-60.05,-63.85,100,1
5867,30,G07,23,221.8,-54.55,48.35,786407.81,G07_034,G07_02,56.25,39.45,50,1
5868,30,G07,23,221.8,109.95,37.45,1604047.0,G07_033,,48.15,28.45,50,1
5869,30,G07,23,221.8,-54.05,-61.95,35000.301,G07_093,,-59.75,-63.85,75,1
5870,30,G07,23,221.8,72.95,-63.95,41439.312000000005,G07_095,,-61.85,-65.55,75,1
5871,30,G07,23,221.8,49.35,-61.35,92113.06199999999,G07_096,,-58.15,-64.85,75,1
5872,30,G07,23,221.8,85.85,-60.85,168884.2,G07_097,,-55.85,-66.75,75,1
5873,30,G07,23,221.8,-114.05,-56.15,940240.94,G07_098,,-44.55,-64.25,75,0
5874,30,G07,23,221.8,133.75,-60.05,462264.94,G07_100,,-53.75,-66.55,75,1
5875,30,G07,24,222.5,-50.45,32.45,638924.94,G07_034,G07_02,42.75,24.65,50,1
5876,30,G07,24,222.5,-151.35,27.15,635216.5,G07_036,,40.25,13.65,50,1
5877,30,G07,24,222.5,164.35,33.65,378815.56,G07_037,,41.65,25.95,100,1
5878,30,G07,24,222.5,45.75,49.85,1525799.0,G07_039,,60.45,36.95,75,1
5879,30,G07,24,222.5,133.35,-60.85,566636.44,G07_100,,-52.25,-68.45,75,1
5880,30,G07,24,222.5,-114.35,-59.85,590637.12,G07_098,,-51.45,-65.75,75,1
5881,30,G07,24,222.5,77.65,-60.45,415559.12,G07_095+097,,-52.75,-65.95,50,1
5882,30,G07,24,222.5,31.75,-59.25,378262.06,G07_104,,-49.55,-64.05,50,1
5883,30,G07,24,222.5,-155.05,-63.35,7305.0039,G07_106,,-62.25,-64.25,100,1
5884,30,G07,25,223.0,-34.15,31.35,2301944.2,G07_034,G07_02,47.75,13.05,50,1
5885,30,G07,25,223.0,-169.95,37.25,1034230.7,G07_037,,49.55,23.05,75,1
5886,30,G07,25,223.0,81.55,43.95,2368277.0,G07_039,,55.45,30.55,50,1
5887,30,G07,25,223.0,136.35,-57.05,497330.16,G07_100,,-50.45,-65.95,75,1
5888,30,G07,25,223.0,-119.35,-58.45,999840.06,G07_098,,-48.55,-67.45,75,1
5889,30,G07,25,223.0,71.85,-64.25,23396.484,G07_103,,-62.45,-65.75,100,1
5890,30,G07,25,223.0,-154.55,-62.55,36591.141,G07_106,,-60.85,-64.05,100,1
5891,30,G07,25,223.0,178.85,-60.85,82009.445,G07_107,,-58.35,-62.85,50,1
5892,30,G07,25,223.0,53.55,-60.85,27582.147999999997,G07_108,,-58.95,-62.85,75,1
5893,30,G07,25,223.0,7.05,-62.85,33066.59,G07_109,,-60.85,-64.25,75,1
5894,30,G07,26,223.6,113.05,39.75,4967214.0,G07_039,,61.45,13.25,75,0
5895,30,G07,26,223.6,-157.95,28.55,122273.27,G07_040,,32.25,24.45,100,1
5896,30,G07,26,223.6,-10.15,35.65,2358630.5,G07_034,G07_02,53.55,14.65,75,1
5897,30,G07,26,223.6,-109.15,-55.95,1336403.0,G07_098,,-47.95,-65.35,50,1
5898,30,G07,26,223.6,34.95,-39.85,80015.898,G07_105,,-34.95,-44.25,75,1
5899,30,G07,26,223.6,56.05,-62.55,59778.355,G07_108,,-58.65,-64.95,75,1
5900,30,G07,26,223.6,-64.85,-62.45,34365.508,G07_110,,-59.95,-64.95,75,1
5901,30,G07,27,224.2,171.45,36.35,93679.055,G07_041,,39.35,31.35,100,1
5902,30,G07,27,224.2,140.35,43.05,3410120.5,G07_039,,57.95,18.05,50,0
5903,30,G07,27,224.2,-49.65,18.85,1049997.8,G07_034,G07_02,29.55,7.35001,50,1
5904,30,G07,27,224.2,-62.85,-61.45,49145.949,G07_110,,-59.35,-63.05,50,1
5905,30,G07,28,224.7,-32.65,25.15,1575208.0,G07_043,G07_02,40.05,8.45,75,1
5906,30,G07,28,224.7,-67.75,27.45,56676.742,G07_044,,30.25,24.85,50,1
5907,30,G07,28,224.7,-88.45,-51.35,249291.34,G07_098,,-46.45,-54.95,50,1
5908,30,G07,28,224.7,-101.25,-63.25,30610.902000000002,G07_111,,-61.85,-64.25,100,1
5909,30,G07,28,224.7,-53.55,-62.55,18998.389,G07_110,,-61.05,-64.05,75,1
5910,30,G07,28,224.7,-131.15,-61.75,83237.93,G07_112,,-58.95,-64.65,75,1
5911,30,G07,28,224.7,60.35,-63.45,112191.09,G07_113,,-60.45,-65.55,75,1
5912,30,G07,29,225.3,-154.55,38.35,73507.695,G07_042,,40.85,36.15,100,1
5913,30,G07,29,225.3,-39.65,5.35001,1926995.9,G07_043,G07_02,23.55,-20.15,50,1
5914,30,G07,29,225.3,-132.85,-62.05,144346.38,G07_112,,-58.75,-65.15,75,1
5915,30,G07,29,225.3,60.45,-63.15,173080.77,G07_113,,-60.05,-65.95,75,1
5916,30,G07,29,225.3,8.65001,-62.75,19336.727,G07_114,,-61.05,-64.05,75,1
5917,30,G07,30,226.0,69.95,-62.15,296404.5,G07_113,,-57.55,-65.95,75,1
5918,30,G07,30,226.0,-13.55,-62.85,174288.67,G07_115,,-58.95,-65.75,50,1
5919,30,G07,30,226.0,-32.25,-17.05,665978.12,G07_043,G07_02,-3.1499900000000003,-29.85,75,1
5920,30,G07,31,226.5,10.95,38.05,449701.56,G07_045,,46.05,31.55,75,1
5921,30,G07,31,226.5,67.45,-62.65,322131.91,G07_113,,-58.75,-67.35,75,1
5922,30,G07,31,226.5,-24.65,-62.65,157835.64,G07_115,,-57.45,-67.65,75,1
5923,30,G07,31,226.5,15.15,-63.85,10703.752,G07_117,,-62.55,-64.65,75,1
5924,30,G07,31,226.5,-67.25,-62.55,30864.752,G07_118,,-60.85,-64.05,75,1
5925,30,G07,32,227.1,-32.75,-62.85,16933.061999999998,G07_116,,-61.15,-64.25,100,1
5926,30,G07,32,227.1,-14.35,-63.35,75100.812,G07_119,,-59.95,-66.35,50,1
5927,30,G07,33,227.6,135.05,34.55,247262.81,G07_046,,39.95,29.65,75,1
5928,30,G07,33,227.6,171.05,35.15,123495.3,G07_047,,39.55,32.15,50,1
